asin,imUrl,labels_qty,overall,text
0007141785,http://ecx.images-amazon.com/images/I/51FOfkIiWUL.jpg,10.0,3.6666666666666665,"[['nature', 'water', 'poster', 'text', 'sky', 'advertising', 'phenomenon', 'water resources', 'calm', 'font']]"
0007149530,http://ecx.images-amazon.com/images/I/51dTKbF%2B36L.jpg,4.0,3.333333333333333,"[['text', 'font', 'book', 'history']]"
0007150342,http://ecx.images-amazon.com/images/I/A1XW%2BBLW07L.jpg,9.0,5.0,"[['poster', 'star', 'event', 'font', 'space', 'sky', 'christmas', 'graphics', 'computer wallpaper']]"
0007140975,http://ecx.images-amazon.com/images/I/51ZHB399SGL.jpg,9.0,1.0,"[['text', 'yellow', 'font', 'poster', 'advertising', 'produce', 'happiness', 'product', 'orange']]"
0007148976,http://ecx.images-amazon.com/images/I/41QXZNRGYRL.jpg,8.0,4.8,"[['poster', 'film', 'album cover', 'fiction', 'fictional character', 'illustration', 'novel', 'comics']]"
0007152531,http://ecx.images-amazon.com/images/I/41VHE8J6P9L.jpg,10.0,5.0,"[['text', 'friendship', 'sky', 'happiness', 'summer', 'poster', 'grass', 'font', 'calm', 'ecoregion']]"
0007142951,http://ecx.images-amazon.com/images/I/51M63DKD55L.jpg,6.0,4.0,"[['text', 'poster', 'advertising', 'font', 'film', 'stock photography']]"
0007156588,http://ecx.images-amazon.com/images/I/51XBMB5C3NL.jpg,6.0,4.0,"[['text', 'poster', 'font', 'advertising', 'sky', 'graphic design']]"
0007155018,http://ecx.images-amazon.com/images/I/41VXVK73BTL.jpg,10.0,4.0,"[['face', 'eyebrow', 'purple', 'forehead', 'chin', 'nose', 'head', 'cheek', 'human', 'hair coloring']]"
0007155417,http://ecx.images-amazon.com/images/I/51bYf5IWF9L.jpg,7.0,5.0,"[['profession', 'astronaut', 'professional', 'product', 'space', 'uniform', 'competition event']]"
0007149824,http://ecx.images-amazon.com/images/I/51ns68bLe1L.jpg,9.0,4.4,"[['text', 'product', 'font', 'advertising', 'video game software', 'guitar accessory', 'recreation', 'brand', 'software']]"
0007147201,http://ecx.images-amazon.com/images/I/71TLTGM8oYL.jpg,7.0,5.0,"[['poster', 'text', 'font', 'facial hair', 'portrait', 'jaw', 'advertising']]"
0007156790,http://ecx.images-amazon.com/images/I/41T5ZYSWMYL.jpg,9.0,5.0,"[['text', 'joint', 'font', 'advertising', 'summer', 'happiness', 'physical fitness', 'human behavior', 'brand']]"
0007149042,http://ecx.images-amazon.com/images/I/210VK1TP8HL.jpg,10.0,4.0,"[['text', 'purple', 'art', 'design', 'pattern', 'quilting', 'font', 'creative arts', 'craft', 'pattern']]"
0007154615,http://ecx.images-amazon.com/images/I/51ftQbNtDkL.jpg,5.0,4.0,"[['poster', 'font', 'film', 'advertising', 'book']]"
0007158505,http://ecx.images-amazon.com/images/I/71Ye1n65hFL.jpg,10.0,4.818181818181818,"[['text', 'yellow', 'mammal', 'vertebrate', 'cartoon', 'font', 'organism', 'line', 'clip art', 'area']]"
0007149425,http://ecx.images-amazon.com/images/I/41p0JzOJahL.jpg,10.0,5.0,"[['facial hair', 'poster', 'film', 'chin', 'beard', 'forehead', 'moustache', 'album cover', 'font', 'jaw']]"
0007157169,http://ecx.images-amazon.com/images/I/81k-cMW8xFL.jpg,8.0,4.076923076923077,"[['poster', 'mythology', 'album cover', 'art', 'organism', 'cg artwork', 'computer wallpaper', 'graphics']]"
0007164653,http://ecx.images-amazon.com/images/I/511xRmtwHXL.jpg,10.0,4.0,"[['text', 'font', 'poster', 'line', 'calligraphy', 'organism', 'illustration', 'paper', 'drinkware', 'graphic design']]"
000716212X,http://ecx.images-amazon.com/images/I/41S16C4HEDL.jpg,8.0,3.0,"[['product', 'drink', 'beer', 'pint us', 'font', 'pint glass', 'advertising', 'ale']]"
0007164785,http://ecx.images-amazon.com/images/I/415RV9XRYBL.jpg,3.0,4.5,"[['text', 'font', 'friendship']]"
0007162219,http://ecx.images-amazon.com/images/I/41e-Yg39ThL.jpg,4.0,4.857142857142857,"[['text', 'font', 'poster', 'product design']]"
0007163541,http://ecx.images-amazon.com/images/I/41l5329qWFL.jpg,8.0,3.4,"[['text', 'font', 'water', 'product', 'product', 'product design', 'still life photography', 'brand']]"
0007160003,http://ecx.images-amazon.com/images/I/51P8B9MHT2L.jpg,6.0,5.0,"[['album cover', 'gentleman', 'poster', 'photo caption', 'film', 'elder']]"
0007147295,http://ecx.images-amazon.com/images/I/71J7PqRM6DL.jpg,4.0,4.466666666666667,"[['lady', 'poster', 'font', 'advertising']]"
0007157177,http://ecx.images-amazon.com/images/I/71vWzrTqPBL.jpg,10.0,4.111111111111111,"[['poster', 'film', 'phenomenon', 'fictional character', 'organism', 'action film', 'computer wallpaper', 'fiction', 'graphic design', 'album cover']]"
0007158084,http://ecx.images-amazon.com/images/I/41FP1AZA0GL.jpg,5.0,5.0,"[['poster', 'font', 'graphics', 'art', 'graphic design']]"
0007170602,http://ecx.images-amazon.com/images/I/41EMdTEXDpL.jpg,10.0,4.0,"[['poster', 'text', 'film', 'font', 'advertising', 'darkness', 'midnight', 'photo caption', 'album cover', 'night']]"
0007163932,http://ecx.images-amazon.com/images/I/41iqxWZgReL.jpg,10.0,4.4,"[['text', 'child', 'cheek', 'mother', 'infant', 'forehead', 'love', 'toddler', 'romance', 'bedtime']]"
0007169914,http://ecx.images-amazon.com/images/I/719zQxXO4uL.jpg,10.0,4.741935483870968,"[['cartoon', 'mammal', 'text', 'vertebrate', 'human behavior', 'poster', 'font', 'illustration', 'art', 'organism']]"
0007167040,http://ecx.images-amazon.com/images/I/51QFYAFWBNL.jpg,10.0,4.833333333333333,"[['horse', 'horse like mammal', 'pack animal', 'mustang horse', 'poster', 'cowboy', 'livestock', 'advertising', 'stallion', 'font']]"
0007165641,http://ecx.images-amazon.com/images/I/517AWBJ71EL.jpg,4.0,5.0,"[['text', 'poster', 'font', 'art paper']]"
0007171684,http://ecx.images-amazon.com/images/I/51gslUcPAGL.jpg,9.0,4.727272727272728,"[['text', 'pink', 'purple', 'product', 'font', 'advertising', 'product', 'magenta', 'graphics']]"
0007166753,http://ecx.images-amazon.com/images/I/41N6D7VADSL.jpg,9.0,3.9166666666666665,"[['film', 'poster', 'muscle', 'advertising', 'photo caption', 'romance', 'erotic literature', 'love', 'font']]"
0007157150,http://ecx.images-amazon.com/images/I/81hh1w7SNKL.jpg,10.0,4.375,"[['poster', 'phenomenon', 'organism', 'font', 'advertising', 'graphics', 'graphic design', 'world', 'space', 'stock photography']]"
0007173547,http://ecx.images-amazon.com/images/I/51V%2Bim3ufsL.jpg,4.0,4.5,"[['text', 'font', 'summer', 'advertising']]"
0007166664,http://ecx.images-amazon.com/images/I/41z1ErkezIL.jpg,3.0,5.0,"[['text', 'font', 'heat']]"
0007172826,http://ecx.images-amazon.com/images/I/415M2YF7ANL.jpg,4.0,4.571428571428571,"[['film', 'chin', 'photo caption', 'poster']]"
0007169639,http://ecx.images-amazon.com/images/I/51Joba7yyuL.jpg,4.0,5.0,"[['text', 'poster', 'font', 'advertising']]"
0007173520,http://ecx.images-amazon.com/images/I/41ZAbxZuooL.jpg,4.0,5.0,"[['text', 'font', 'poster', 'book']]"
0007179731,http://ecx.images-amazon.com/images/I/71fuYZX61gL.jpg,10.0,3.8666666666666663,"[['text', 'water', 'sky', 'sea', 'font', 'ocean', 'summer', 'daytime', 'vacation', 'calm']]"
0007179286,http://ecx.images-amazon.com/images/I/51RXX4YAZEL.jpg,10.0,5.0,"[['dessert', 'food', 'baking', 'muffin', 'frozen dessert', 'vegetarian food', 'recipe', 'superfood', 'strawberries', 'dairy product']]"
0007183267,http://ecx.images-amazon.com/images/I/51ZJB9KMSKL.jpg,10.0,3.0,"[['tank', 'vehicle', 'motor vehicle', 'combat vehicle', 'military', 'self propelled artillery', 'churchill tank', 'scale model', 'gun turret', 'military organization']]"
0007173687,http://ecx.images-amazon.com/images/I/511ZP9JQA3L.jpg,10.0,4.7407407407407405,"[['text', 'yellow', 'font', 'poster', 'line', 'banner', 'advertising', 'organism', 'area', 'illustration']]"
0007183518,http://ecx.images-amazon.com/images/I/51r2n0sSBcL.jpg,9.0,4.571428571428571,"[['water', 'text', 'font', 'sea', 'summer', 'ocean', 'poster', 'calm', 'stock photography']]"
0007183054,http://ecx.images-amazon.com/images/I/51VE58CCBNL.jpg,5.0,5.0,"[['text', 'poster', 'film', 'font', 'advertising']]"
0007181868,http://ecx.images-amazon.com/images/I/41YG6S1RTHL.jpg,7.0,3.6666666666666665,"[['text', 'sky', 'font', 'poster', 'cloud', 'book', 'stock photography']]"
0007175175,http://ecx.images-amazon.com/images/I/518JX5NH0QL.jpg,10.0,4.75,"[['mammal', 'text', 'vertebrate', 'cartoon', 'deer', 'reindeer', 'organism', 'poster', 'font', 'fiction']]"
0007189532,http://ecx.images-amazon.com/images/I/51V54TS2FJL.jpg,10.0,5.0,"[['text', 'orange', 'pattern', 'font', 'circle', 'design', 'line', 'area', 'illustration', 'calligraphy']]"
0007183259,http://ecx.images-amazon.com/images/I/41X8450BQPL.jpg,4.0,4.0,"[['font', 'stock photography', 'food', 'brand']]"
0007190042,http://ecx.images-amazon.com/images/I/51RTB2nZANL.jpg,8.0,4.0,"[['blue', 'text', 'font', 'advertising', 'organism', 'graphic design', 'album cover', 'world']]"
0007194161,http://ecx.images-amazon.com/images/I/51ZGEVFN54L.jpg,10.0,5.0,"[['text', 'font', 'art', 'human behavior', 'line', 'poster', 'graphic design', 'design', 'area', 'illustration']]"
0007189885,http://ecx.images-amazon.com/images/I/71hy-QVPlKL.jpg,4.0,4.5769230769230775,"[['text', 'advertising', 'font', 'poster']]"
0007193181,http://ecx.images-amazon.com/images/I/51XA4LaNObL.jpg,6.0,3.75,"[['text', 'poster', 'font', 'advertising', 'film', 'book']]"
0007193521,http://ecx.images-amazon.com/images/I/51sKsiObbGL.jpg,7.0,5.0,"[['nature', 'text', 'poster', 'font', 'grass', 'tree', 'advertising']]"
0007182325,http://ecx.images-amazon.com/images/I/513rrxaOGJL.jpg,7.0,5.0,"[['text', 'font', 'night', 'space', 'computer wallpaper', 'graphics', 'brand']]"
0007198299,http://ecx.images-amazon.com/images/I/4173E9CW98L.jpg,7.0,4.0,"[['poster', 'text', 'film', 'black and white', 'font', 'advertising', 'photo caption']]"
0007190611,http://ecx.images-amazon.com/images/I/7148l9Z6ziL.jpg,8.0,5.0,"[['text', 'purple', 'pink', 'font', 'product', 'line', 'table', 'magenta']]"
0007202156,http://ecx.images-amazon.com/images/I/71PgQ2JFmfL.jpg,4.0,3.8,"[['brush', 'product', 'pen', 'product']]"
0007198876,http://ecx.images-amazon.com/images/I/51SC60ZWCQL.jpg,7.0,4.0,"[['mammal', 'text', 'font', 'small to medium sized cats', 'cat', 'cat like mammal', 'book']]"
0007195524,http://ecx.images-amazon.com/images/I/51ZK3C51T1L.jpg,5.0,4.8,"[['text', 'font', 'poster', 'christmas', 'advertising']]"
0007202474,http://ecx.images-amazon.com/images/I/51NZVTYHEJL.jpg,8.0,5.0,"[['text', 'poster', 'font', 'graphic design', 'advertising', 'graphics', 'illustration', 'visual arts']]"
000719739X,http://ecx.images-amazon.com/images/I/51V01B0PGKL.jpg,5.0,3.6666666666666665,"[['poster', 'album cover', 'advertising', 'film', 'font']]"
0007206976,http://ecx.images-amazon.com/images/I/41o5twcVfVL.jpg,9.0,4.833333333333333,"[['text', 'skin', 'purple', 'beauty', 'font', 'eyelash', 'health & beauty', 'product', 'petal']]"
0007205236,http://ecx.images-amazon.com/images/I/51YX12JJ0uL.jpg,8.0,3.953488372093023,"[['poster', 'text', 'male', 'human behavior', 'film', 'font', 'friendship', 'advertising']]"
0007196091,http://ecx.images-amazon.com/images/I/413TXE1C76L.jpg,4.0,3.5,"[['text', 'poster', 'font', 'advertising']]"
0007192932,http://ecx.images-amazon.com/images/I/51EXK3C9CPL.jpg,10.0,5.0,"[['text', 'font', 'organism', 'art', 'line', 'graphic design', 'design', 'paper', 'calligraphy', 'illustration']]"
0007213859,http://ecx.images-amazon.com/images/I/61QGYx1cnpL.jpg,10.0,1.0,"[['flower', 'painting', 'watercolor paint', 'dandelion', 'paint', 'artwork', 'stock photography', 'still life', 'acrylic paint', 'modern art']]"
000721278X,http://ecx.images-amazon.com/images/I/71fi8nyeG8L.jpg,6.0,4.523809523809524,"[['purple', 'dress', 'pattern', 'costume design', 'font', 'fashion design']]"
0007217811,http://ecx.images-amazon.com/images/I/514U0lrJ1HL.jpg,9.0,5.0,"[['dragon', 'mythical creature', 'poster', 'fiction', 'fictional character', 'mythology', 'pc game', 'illustration', 'film']]"
0007209053,http://ecx.images-amazon.com/images/I/51vudUEs0rL.jpg,5.0,5.0,"[['water', 'film', 'poster', 'advertising', 'font']]"
000720311X,http://ecx.images-amazon.com/images/I/41NVv1xdDRL.jpg,7.0,4.625,"[['green', 'text', 'font', 'product', 'advertising', 'product', 'brand']]"
0007222017,http://ecx.images-amazon.com/images/I/51FTVcV1LeL.jpg,6.0,5.0,"[['poster', 'film', 'album cover', 'font', 'hair coloring', 'girl']]"
0007225237,http://ecx.images-amazon.com/images/I/61p724IBuQL.jpg,10.0,5.0,"[['flower', 'flowering plant', 'modern art', 'art', 'painting', 'watercolor paint', 'acrylic paint', 'plant', 'spring', 'petal']]"
0007223706,http://ecx.images-amazon.com/images/I/71mvbGTmmoL.jpg,10.0,4.0,"[['aviation', 'air force', 'poster', 'film', 'airplane', 'aircraft', 'font', 'advertising', 'aerospace engineering', 'brand']]"
0007228023,http://ecx.images-amazon.com/images/I/41WRFQKYRNL.jpg,3.0,4.0,"[['text', 'book', 'font']]"
0007229682,http://ecx.images-amazon.com/images/I/71U7Ee6HNYL.jpg,6.0,4.75,"[['poster', 'film', 'album cover', 'smile', 'photo caption', 'font']]"
0007223722,http://ecx.images-amazon.com/images/I/51V5G83ECEL.jpg,4.0,4.428571428571429,"[['text', 'poster', 'font', 'advertising']]"
0007217110,http://ecx.images-amazon.com/images/I/51CW041JT9L.jpg,5.0,4.2,"[['text', 'purple', 'font', 'poster', 'advertising']]"
0007228880,http://ecx.images-amazon.com/images/I/41mGIA-O7YL.jpg,7.0,4.0,"[['text', 'font', 'poster', 'logo', 'brand', 'product', 'graphics']]"
0007225520,http://ecx.images-amazon.com/images/I/51yeMBxchGL.jpg,7.0,4.0,"[['horse like mammal', 'pack animal', 'history', 'poster', 'horse', 'font', 'advertising']]"
0007231989,http://ecx.images-amazon.com/images/I/51bBB1bHsRL.jpg,9.0,4.666666666666667,"[['water resources', 'sky', 'water', 'font', 'advertising', 'tourism', 'sea', 'coast', 'stock photography']]"
0007240198,http://ecx.images-amazon.com/images/I/51NPP8ZDXZL.jpg,10.0,4.0,"[['text', 'font', 'poster', 'paper', 'graphic design', 'logo', 'graphics', 'advertising', 'illustration', 'joint']]"
0007236069,http://ecx.images-amazon.com/images/I/51Ec5OULQjL.jpg,9.0,3.0,"[['product', 'tableware', 'food', 'cuisine', 'meal', 'recipe', 'dish', 'breakfast', 'flavor']]"
0007230206,http://ecx.images-amazon.com/images/I/81fKXcKlJML.jpg,7.0,3.5822784810126582,"[['text', 'poster', 'font', 'graphic design', 'album cover', 'advertising', 'graphics']]"
0007232616,http://ecx.images-amazon.com/images/I/51CCDNHB2VL.jpg,8.0,5.0,"[['text', 'sky', 'font', 'organism', 'advertising', 'graphic design', 'graphics', 'space']]"
0007236379,http://ecx.images-amazon.com/images/I/51R324BXG3L.jpg,3.0,4.5,"[['font', 'friendship', 'girl']]"
0007236360,http://ecx.images-amazon.com/images/I/51UQ6a-eWaL.jpg,10.0,4.566666666666666,"[['pink', 'cheek', 'nose', 'child', 'smile', 'eyelash', 'girl', 'happiness', 'font', 'photo caption']]"
0007231601,http://ecx.images-amazon.com/images/I/71yohLFpROL.jpg,3.0,4.0,"[['text', 'font', 'book']]"
0007242476,http://ecx.images-amazon.com/images/I/51tzdLaeNEL.jpg,5.0,5.0,"[['text', 'font', 'poster', 'advertising', 'brand']]"
0007243448,http://ecx.images-amazon.com/images/I/31uRufIFwML.jpg,8.0,4.777777777777779,"[['text', 'mode of transport', 'advertising', 'product', 'font', 'banner', 'recreation', 'brand']]"
0007245742,http://ecx.images-amazon.com/images/I/41r%2BXjsE7pL.jpg,8.0,3.7142857142857135,"[['pink', 'text', 'forehead', 'girl', 'font', 'hair coloring', 'magenta', 'advertising']]"
0007245823,http://ecx.images-amazon.com/images/I/61ZQe6XpqRL.jpg,10.0,4.2,"[['pink', 'clothing', 'text', 'dress', 'product', 't shirt', 'font', 'product', 'magenta', 'poster']]"
000724794X,http://ecx.images-amazon.com/images/I/5123DGAKM7L.jpg,5.0,4.5,"[['text', 'font', 'poster', 'illustration', 'graphic design']]"
0007245815,http://ecx.images-amazon.com/images/I/51hQoa%2BBaDL.jpg,10.0,3.6666666666666665,"[['poster', 'black and white', 'text', 'human behavior', 'human', 'font', 'monochrome photography', 'film', 'photo caption', 'monochrome']]"
0007244576,http://ecx.images-amazon.com/images/I/51wYbgMSlzL.jpg,3.0,5.0,"[['chair', 'furniture', 'font']]"
0007250886,http://ecx.images-amazon.com/images/I/81odfVMnaAL.jpg,1.0,4.333333333333333,[['font']]
0007253990,http://ecx.images-amazon.com/images/I/71ow4mEpqML.jpg,3.0,4.5,"[['text', 'font', 'advertising']]"
0007248075,http://ecx.images-amazon.com/images/I/51ClHykbw%2BL.jpg,10.0,4.111111111111111,"[['poster', 'friendship', 'film', 'human behavior', 'girl', 'font', 'daughter', 'mother', 'photo caption', 'child']]"
0007242638,http://ecx.images-amazon.com/images/I/51pU9GT2bvL.jpg,10.0,4.5,"[['football player', 'player', 'soccer player', 'team sport', 'advertising', 'competition event', 'photo caption', 'tournament', 'sports', 'ball']]"
0007254008,http://ecx.images-amazon.com/images/I/51WUEQ2dqtL.jpg,5.0,3.933333333333333,"[['text', 'font', 'poster', 'advertising', 'book']]"
0007256817,http://ecx.images-amazon.com/images/I/51vwQ70y6AL.jpg,10.0,4.0,"[['nose', 'poster', 'chin', 'cheek', 'forehead', 'lip', 'photo caption', 'child', 'girl', 'eyelash']]"
0007230028,http://ecx.images-amazon.com/images/I/51PSnSXx2GL.jpg,5.0,3.6666666666666665,"[['text', 'font', 'book', 'poster', 'history']]"
000725394X,http://ecx.images-amazon.com/images/I/41PmuAsrNOL.jpg,6.0,3.954545454545455,"[['water', 'advertising', 'font', 'poster', 'photo caption', 'film']]"
0007248989,http://ecx.images-amazon.com/images/I/41XAET122AL.jpg,7.0,1.0,"[['facial expression', 'text', 'smile', 'forehead', 'font', 'poster', 'jaw']]"
0007257031,http://ecx.images-amazon.com/images/I/618u5tvuHjL.jpg,10.0,4.333333333333333,"[['poster', 'advertising', 'fictional character', 'film', 'graphic design', 'fiction', 'graphics', 'font', 'action film', 'comics']]"
0007259883,http://ecx.images-amazon.com/images/I/51WZfQTxKzL.jpg,10.0,5.0,"[['man', 'text', 'forehead', 'chin', 'font', 'smile', 'photo caption', 'poster', 'media', 'jaw']]"
0007235801,http://ecx.images-amazon.com/images/I/A1XG4Fw%2B%2BCL.jpg,4.0,4.0,"[['text', 'font', 'purple', 'calligraphy']]"
0007265247,http://ecx.images-amazon.com/images/I/41vXz478WZL.jpg,8.0,4.5,"[['water', 'text', 'poster', 'advertising', 'font', 'organism', 'graphic design', 'graphics']]"
000726528X,http://ecx.images-amazon.com/images/I/51kTWt563RL.jpg,3.0,3.8333333333333335,"[['poster', 'photo caption', 'advertising']]"
0007258291,http://ecx.images-amazon.com/images/I/51YPAF7JvmL.jpg,6.0,3.0,"[['lady', 'poster', 'girl', 'album cover', 'brown hair', 'hair coloring']]"
0007261497,http://ecx.images-amazon.com/images/I/51%2BLa9jGpYL.jpg,8.0,5.0,"[['text', 'flower', 'purple', 'advertising', 'font', 'graphic design', 'petal', 'graphics']]"
0007267444,http://ecx.images-amazon.com/images/I/41%2BrR9zaKuL.jpg,10.0,4.75,"[['face', 'skin', 'eyebrow', 'beauty', 'chin', 'forehead', 'child', 'eye', 'cheek', 'photo caption']]"
0007267622,http://ecx.images-amazon.com/images/I/51T5tmUmeDL.jpg,8.0,4.25,"[['text', 'font', 'advertising', 'poster', 'product', 'graphic design', 'brand', 'graphics']]"
0007268777,http://ecx.images-amazon.com/images/I/51YW%2BL4st7L.jpg,10.0,4.0,"[['hairstyle', 'cheek', 'girl', 'child', 'hair coloring', 'photo caption', 'bangs', 'eyelash', 'happiness', 'brown hair']]"
0007257546,http://ecx.images-amazon.com/images/I/21rkqaTPdeL.jpg,3.0,5.0,"[['organism', 'advertising', 'font']]"
0007266499,http://ecx.images-amazon.com/images/I/41EuySOfE7L.jpg,3.0,3.0,"[['text', 'font', 'book']]"
0007265905,http://ecx.images-amazon.com/images/I/51N9Mqqr9KL.jpg,10.0,4.0,"[['poster', 'vacation', 'film', 'friendship', 'summer', 'fun', 'water', 'photo caption', 'advertising', 'happiness']]"
0007267142,http://ecx.images-amazon.com/images/I/51PisYYUEOL.jpg,10.0,5.0,"[['product', 'text', 'food', 'font', 'product', 'line', 'juice', 'superfood', 'area', 'produce']]"
0007270968,http://ecx.images-amazon.com/images/I/51Z47YK5%2ByL.jpg,10.0,4.8,"[['facial expression', 'poster', 'film', 'forehead', 'album cover', 'smile', 'white collar worker', 'photo caption', 'font', 'magazine']]"
0007276141,http://ecx.images-amazon.com/images/I/71-tCNZGAYL.jpg,5.0,4.0,"[['poster', 'film', 'advertising', 'action film', 'font']]"
0007270720,http://ecx.images-amazon.com/images/I/81Kw2Wn37aL.jpg,9.0,4.0,"[['cycling', 'poster', 'bicycle', 'advertising', 'sports equipment', 'vehicle', 'font', 'recreation', 'hybrid bicycle']]"
0007260989,http://ecx.images-amazon.com/images/I/41x6GwuoJJL.jpg,6.0,4.5,"[['text', 'font', 'human behavior', 'jaw', 'brand', 'advertising']]"
000727405X,http://ecx.images-amazon.com/images/I/41Kkn3%2B%2BtbL.jpg,10.0,3.636363636363636,"[['text', 'child', 'forehead', 'smile', 'font', 'toddler', 'human behavior', 'product', 'photo caption', 'happiness']]"
0007279043,http://ecx.images-amazon.com/images/I/51VWRZFBLlL.jpg,10.0,4.0,"[['text', 'cartoon', 'font', 'human behavior', 'poster', 'art', 'illustration', 'recreation', 'area', 'fiction']]"
0007274572,http://ecx.images-amazon.com/images/I/51peiG9YZGL.jpg,3.0,4.2,"[['text', 'font', 'brand']]"
0007280998,http://ecx.images-amazon.com/images/I/41klokEYhUL.jpg,10.0,4.0,"[['face', 'nose', 'text', 'head', 'forehead', 'hairstyle', 'chin', 'human behavior', 'hair coloring', 'smile']]"
0007281447,http://ecx.images-amazon.com/images/I/51-zJEmZn8L.jpg,10.0,4.757575757575758,"[['facial hair', 'man', 'eyebrow', 'chin', 'forehead', 'beard', 'head', 'photo caption', 'moustache', 'magazine']]"
0007288417,http://ecx.images-amazon.com/images/I/51JLA-j8-NL.jpg,10.0,2.0,"[['text', 'poster', 'summer', 'advertising', 'water', 'font', 'vacation', 'holiday', 'recreation', 'leisure']]"
0007285973,http://ecx.images-amazon.com/images/I/912HNTmZV6L.jpg,8.0,4.117647058823529,"[['nature', 'text', 'poster', 'font', 'water resources', 'morning', 'sky', 'advertising']]"
000725976X,http://ecx.images-amazon.com/images/I/41MszZ8YstL.jpg,5.0,2.5,"[['text', 'font', 'product', 'brand', 'product']]"
0007284926,http://ecx.images-amazon.com/images/I/51RAC1SVzaL.jpg,10.0,4.0,"[['text', 'font', 'product', 'line', 'product', 'area', 'graphic design', 'brand', 'shoe', 'logo']]"
0007286325,http://ecx.images-amazon.com/images/I/810t7-ASwoL.jpg,3.0,4.0,"[['text', 'font', 'book']]"
0007291183,http://ecx.images-amazon.com/images/I/51j9JCgWc1L.jpg,8.0,4.5,"[['poster', 'text', 'font', 'advertising', 'human behavior', 'graphic design', 'illustration', 'film']]"
0007288409,http://ecx.images-amazon.com/images/I/51G-PKcnKML.jpg,9.0,4.0,"[['pink', 'text', 'purple', 'summer', 'font', 'happiness', 'fiction', 'advertising', 'illustration']]"
0007269854,http://ecx.images-amazon.com/images/I/51E374Gi4iL.jpg,6.0,3.9655172413793114,"[['text', 'winter', 'tree', 'font', 'snow', 'advertising']]"
0007278675,http://ecx.images-amazon.com/images/I/51D9WARFxNL.jpg,8.0,5.0,"[['poster', 'film', 'advertising', 'soldier', 'font', 'action film', 'infantry', 'military organization']]"
0007271166,http://ecx.images-amazon.com/images/I/51TOvgd%2BqqL.jpg,6.0,4.857142857142857,"[['film', 'poster', 'advertising', 'extinction', 'action film', 'font']]"
000728800X,http://ecx.images-amazon.com/images/I/318QHBFkKNL.jpg,4.0,5.0,"[['text', 'font', 'sky', 'brand']]"
0007278470,http://ecx.images-amazon.com/images/I/51zSkv6BQwL.jpg,6.0,5.0,"[['text', 'font', 'advertising', 'poster', 'brand', 'label']]"
0007299540,http://ecx.images-amazon.com/images/I/512z9C1gsaL.jpg,7.0,4.461538461538462,"[['advertising', 'water', 'film', 'poster', 'sky', 'phenomenon', 'font']]"
0007289103,http://ecx.images-amazon.com/images/I/51Bm-FM9bXL.jpg,2.0,3.5,"[['purple', 'lady']]"
0007299109,http://ecx.images-amazon.com/images/I/51pF3cw%2BzPL.jpg,10.0,5.0,"[['pink', 'mammal', 'cartoon', 'text', 'font', 'poster', 'design', 'illustration', 'fiction', 'product']]"
0007299281,http://ecx.images-amazon.com/images/I/51FhimEC4ZL.jpg,10.0,4.8,"[['eyebrow', 'nose', 'eye', 'eyelash', 'cheek', 'chin', 'forehead', 'girl', 'photo caption', 'child']]"
0007300395,http://ecx.images-amazon.com/images/I/71jwG17QbYL.jpg,4.0,4.0,"[['text', 'poster', 'font', 'texture']]"
0007300441,http://ecx.images-amazon.com/images/I/71xe35SPhXL.jpg,7.0,4.0,"[['poster', 'film', 'phenomenon', 'font', 'album cover', 'darkness', 'midnight']]"
0007289820,http://ecx.images-amazon.com/images/I/51nVjXchdWL.jpg,5.0,5.0,"[['poster', 'font', 'dish', 'advertising', 'cuisine']]"
0007302304,http://ecx.images-amazon.com/images/I/51MzD4l6QrL.jpg,6.0,3.0,"[['text', 'advertising', 'poster', 'font', 'love', 'graphics']]"
0007302282,http://ecx.images-amazon.com/images/I/31V9V-H7HAL.jpg,5.0,3.0,"[['text', 'poster', 'font', 'advertising', 'tree']]"
0007298552,http://ecx.images-amazon.com/images/I/51xrd4Q1X5L.jpg,5.0,3.6666666666666665,"[['poster', 'advertising', 'film', 'font', 'tourism']]"
0007303017,http://ecx.images-amazon.com/images/I/41ZVgFqRyDL.jpg,10.0,4.425,"[['dog', 'dog breed', 'dog like mammal', 'puppy', 'puppy love', 'photo caption', 'snout', 'retriever', 'dog breed group', 'carnivoran']]"
0007302622,http://ecx.images-amazon.com/images/I/51Zu2knxUuL.jpg,10.0,5.0,"[['motor vehicle', 'car', 'vintage car', 'antique car', 'automotive design', 'vehicle', 'brand', 'font', 'illustration', 'classic car']]"
0007299273,http://ecx.images-amazon.com/images/I/51XoTTsDkJL.jpg,10.0,4.571428571428571,"[['hair', 'human hair color', 'blond', 'beauty', 'hairstyle', 'hair coloring', 'forehead', 'long hair', 'smile', 'font']]"
0007298560,http://ecx.images-amazon.com/images/I/51XFIwF8k7L.jpg,6.0,5.0,"[['film', 'poster', 'advertising', 'action film', 'photo caption', 'font']]"
0007313381,http://ecx.images-amazon.com/images/I/51yh7UaSEFL.jpg,4.0,5.0,"[['text', 'font', 'poster', 'advertising']]"
0007306202,http://ecx.images-amazon.com/images/I/51KdgUvWqTL.jpg,10.0,5.0,"[['arctic', 'ski equipment', 'geological phenomenon', 'snow', 'vacation', 'winter', 'advertising', 'adventure', 'personal protective equipment', 'sports equipment']]"
